Road_Type,Road_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,Weather_Condition,Junction,Crossing,Railway_Crossing,Stop_Sign,Speed_Breaker,Severity
Rural,Dry,94.4251803411323,80,Car,23.41847148550285,24.577721329943635,550.9132328862243,Rainy,Crossroad,1,0,0,0,Medium
Highway,Snow,98.28080651895779,100,Bike,15.119982865144184,23.65588285010424,74.4234461150003,Rainy,T-Junction,1,1,1,0,High
Highway,Damaged,98.67526254329489,100,Bike,25.934142776168287,39.42518851580755,895.790157302345,Foggy,No,1,1,0,1,High
Urban,Damaged,82.55407617514285,60,Bus,23.52594213036319,73.96327715550545,79.99562722757055,Rainy,Crossroad,0,0,0,1,High
Highway,Damaged,113.04658363091768,100,Car,26.3487584132069,40.34047492950989,214.69378248918272,Clear,No,0,0,0,1,Medium
Rural,Snow,116.01635606246413,80,Truck,16.45151884255039,78.99771730139783,240.20148910268338,Clear,T-Junction,1,1,1,0,High
Highway,Wet,90.24663091373134,100,Truck,16.364970573206712,81.35581797011167,868.9566076384705,Storm,T-Junction,1,0,1,1,High
Rural,Snow,99.56524224403587,80,Bike,21.715357080688413,92.21945459406118,587.5338879989232,Clear,No,1,0,1,1,High
Urban,Snow,70.08045730146983,60,Car,15.70267378339242,62.3904637453241,994.1657316554869,Rainy,T-Junction,1,0,1,1,High
Urban,Dry,85.65285846843517,60,Truck,33.785141184470206,97.52442244111666,500.10190774774327,Storm,No,1,0,0,0,High
Urban,Snow,46.158755846155294,60,Truck,39.27221804365532,60.06525793385773,224.242256416547,Rainy,No,0,0,0,0,Low
Highway,Damaged,89.06095110899479,100,Bus,21.005468869575456,95.48660772077146,243.0177669464474,Foggy,Crossroad,0,0,0,1,Medium
Highway,Dry,106.80847828357878,100,Truck,11.576930903890762,63.21927929014629,97.54557978749224,Foggy,No,1,0,1,0,High
Highway,Snow,95.41481042992098,100,Bike,35.437152703117,80.02442795202623,112.64856126370165,Rainy,No,1,1,0,1,High
Urban,Damaged,69.42431442573901,60,Bike,12.303199626245803,48.683827471697384,343.9838795413436,Rainy,T-Junction,1,1,0,0,High
Highway,Damaged,101.82146343740217,100,Bike,34.192490291038034,45.246995462069684,329.8961850374428,Rainy,T-Junction,1,0,1,1,High
Highway,Damaged,117.2014864391081,100,Car,39.501423007563005,60.859159709547576,24.429017192869022,Storm,Crossroad,1,0,1,1,High
Urban,Snow,62.610100127990044,60,Bus,22.16855415462095,55.73024898563973,458.37594799522094,Foggy,Crossroad,0,1,0,1,High
Urban,Wet,47.56249698634674,60,Car,10.15544210792988,69.00867197515615,91.93478904131257,Rainy,T-Junction,1,0,1,0,High
Highway,Dry,104.83559737156061,100,Truck,34.811712080967965,63.93994858336826,320.4554592754086,Foggy,Crossroad,1,1,0,0,High
Rural,Damaged,73.13463296678712,80,Bike,39.80482252233772,89.87795962829826,365.64344808322903,Rainy,T-Junction,1,0,0,1,High
Rural,Damaged,68.42275466446407,80,Bike,26.681522832473835,36.02676793137973,635.0829553689474,Rainy,No,1,1,1,0,Medium
Urban,Dry,57.13373705560499,60,Car,11.548746167898468,30.143932283529004,908.8591896277096,Foggy,No,0,1,1,1,Medium
Urban,Dry,71.13093572755108,60,Car,36.244536127972005,49.54813955069319,670.3080259032583,Clear,T-Junction,1,0,0,0,Medium
Urban,Dry,82.10081133481056,60,Car,18.04625982432144,82.95922496694068,711.6357867340093,Rainy,Crossroad,1,0,1,0,Medium
Highway,Damaged,99.89321908337834,100,Bus,35.85311577239617,81.61009258728299,664.462335781798,Clear,Crossroad,0,0,1,1,Medium
Highway,Damaged,92.6725136506901,100,Car,17.887590192844907,86.47560477878751,171.6766238682999,Storm,Crossroad,1,1,1,1,High
Rural,Snow,68.19308404702976,80,Bus,22.709821371424702,86.61986673339008,857.4114722034926,Clear,Crossroad,1,1,0,1,Medium
Rural,Wet,59.92222463338648,80,Bike,30.65881078080983,96.50299587245676,572.2330483669489,Storm,No,0,0,0,1,High
Urban,Wet,60.532561628831175,60,Bike,35.96921152009506,44.917290052526596,532.6023881508911,Rainy,T-Junction,0,0,1,0,High
Rural,Snow,100.28674098210898,80,Truck,34.50879261951698,73.49264901081045,988.7842918436825,Foggy,No,0,1,0,0,High
Urban,Damaged,40.50917355841347,60,Bike,19.240923957043936,21.18830913631011,279.114683562185,Foggy,No,0,0,1,0,High
Rural,Wet,77.49773004486582,80,Car,20.358818620844914,44.26884027583981,447.84667000723294,Foggy,Crossroad,1,0,0,0,High
Highway,Dry,105.46666807163108,100,Truck,25.434376296724537,57.13846114290244,526.9121865266686,Foggy,Crossroad,0,0,0,0,Medium
Highway,Damaged,107.75516683585467,100,Bike,25.77820901190485,34.790341820512495,839.9855068953744,Rainy,No,0,1,0,1,High
Highway,Snow,90.42049964531355,100,Car,12.149417688817632,54.519759061627376,142.447226363648,Rainy,Crossroad,1,0,1,1,High
Rural,Damaged,70.35170121508074,80,Bus,31.397831300797513,24.517818810508196,260.8193652329565,Rainy,T-Junction,1,0,1,0,Medium
Urban,Damaged,70.65261726421642,60,Bike,17.59150163698935,91.01557033427228,543.4520095894629,Rainy,Crossroad,1,0,0,0,High
Highway,Wet,107.5511916674107,100,Bike,34.15186861394175,60.88243393089719,662.0392420906941,Rainy,T-Junction,1,1,0,0,High
Urban,Snow,57.380051487149416,60,Bus,16.020916899850427,24.07397450025897,956.3437528373464,Foggy,T-Junction,0,0,1,0,Medium
Highway,Dry,118.12554017312955,100,Truck,39.55469295204938,44.46758394108264,748.4700948386009,Foggy,Crossroad,1,1,0,0,High
Highway,Wet,93.71202814303604,100,Car,14.905805567792042,95.48580555736456,622.4963584208523,Clear,T-Junction,0,0,0,1,Medium
Highway,Dry,129.08071572734852,100,Car,18.47176437375968,70.88826439432974,532.0908978725032,Rainy,Crossroad,1,1,1,1,Medium
Highway,Dry,99.55812911067277,100,Car,18.909753829639776,84.55390546002697,257.0963695223171,Foggy,T-Junction,0,0,1,1,Medium
Rural,Snow,73.68617860494678,80,Bike,34.46530794657889,92.1079197271155,518.3177160214889,Clear,T-Junction,1,1,0,1,High
Rural,Dry,84.93772288594464,80,Car,14.193184637436044,68.77818212874965,563.0404006808827,Rainy,No,1,1,1,0,Medium
Rural,Snow,60.49833841557864,80,Truck,10.93286887636112,53.404367597523944,564.5041667550324,Clear,T-Junction,0,0,1,0,Medium
Rural,Damaged,81.2754523563633,80,Car,30.14236757764413,70.89036683133892,533.6887904079313,Foggy,Crossroad,1,0,0,0,High
Highway,Wet,125.87337437646976,100,Truck,16.996653489404686,71.48037949720108,94.21567727186036,Foggy,No,0,1,0,1,High
Rural,Dry,78.03652485846436,80,Bike,39.15457863251892,71.27068790817046,747.6546968663263,Clear,T-Junction,0,0,1,1,Medium
Urban,Damaged,68.11660697651493,60,Bus,32.685560148725,52.622698885636645,645.2343186502585,Storm,No,1,1,1,1,High
Highway,Damaged,93.85199833714223,100,Bus,26.84872478921545,39.55102394959238,439.4456691009814,Storm,Crossroad,0,0,0,0,Medium
Urban,Wet,80.62815093130288,60,Bike,22.19874693521983,41.99891077708482,257.06627326643826,Clear,No,1,0,0,0,High
Urban,Dry,63.25763075228469,60,Bike,12.486718021470024,31.751746662200013,213.25479634814613,Rainy,Crossroad,0,0,0,1,Medium
Urban,Dry,51.74219596940952,60,Car,28.523977617276532,49.33491768752305,625.144074449194,Storm,No,0,0,1,1,Low
Highway,Wet,94.06941463010082,100,Car,21.821583823278623,42.97448691519189,836.1498782487013,Storm,No,0,1,1,1,Medium
Urban,Damaged,28.221856411270338,60,Bus,19.52618498920772,96.62839159176046,918.9951285123902,Rainy,No,1,0,0,0,Medium
Rural,Wet,99.69323141574338,80,Car,14.516285507527316,41.99639477402539,205.90896688913242,Foggy,Crossroad,1,0,1,0,High
Urban,Snow,91.70533852839469,60,Truck,31.984361076035217,21.712852437027284,48.416920912692845,Rainy,No,1,1,1,1,High
Highway,Snow,95.68198413344446,100,Bus,24.848152774104086,91.73056780648153,725.3246902016808,Clear,No,1,0,0,1,Medium
Rural,Snow,97.30466021899888,80,Bike,13.381376737844688,98.52014938799643,582.4659268738476,Storm,Crossroad,0,1,0,1,High
Urban,Dry,47.16224994238807,60,Bike,25.554508108371664,97.88639876248777,144.90234012572583,Foggy,Crossroad,1,1,1,0,High
Urban,Snow,68.12075033355694,60,Truck,37.552106209770876,55.03857724429651,509.970595434854,Storm,Crossroad,0,1,0,1,High
Highway,Wet,117.17416410473433,100,Truck,15.19157584269306,88.40692844063929,343.37084922860095,Storm,Crossroad,0,1,1,0,High
Rural,Damaged,71.95205629480637,80,Bike,21.51950711482066,67.21829683986465,597.6391694358778,Rainy,No,1,1,0,1,Medium
Highway,Dry,118.75590606407302,100,Bus,32.71581934750213,77.52635927341979,525.0602369086492,Rainy,Crossroad,1,0,0,0,Medium
Highway,Damaged,97.87364872401088,100,Bus,36.562270058599466,80.66390105546023,408.04775234035753,Storm,No,1,0,1,0,Medium
Urban,Dry,84.84803386578481,60,Bike,35.05631645653415,74.45993604304263,770.6879458508253,Clear,Crossroad,0,1,1,0,High
Highway,Snow,90.83733680473713,100,Bike,37.76034304599996,25.201846135753883,425.71968859505665,Rainy,Crossroad,0,0,0,1,Medium
Rural,Snow,43.62295078635469,80,Car,16.401393200007924,59.705195027002695,263.59278891819656,Clear,T-Junction,1,0,1,0,Medium
Urban,Damaged,62.71130069991318,60,Truck,25.37956822662082,74.23688088933886,59.068407918281835,Clear,T-Junction,1,0,0,1,High
Highway,Wet,101.35356283094536,100,Bike,11.945132715032509,85.08928986748538,946.7460353471715,Foggy,Crossroad,0,1,0,1,High
Rural,Damaged,79.27814070087348,80,Bike,22.272001120782186,80.03807921798014,297.5898719778924,Storm,Crossroad,0,1,0,1,High
Rural,Dry,75.98056142472839,80,Bike,34.1402767455552,44.17324058769158,404.27415700350264,Storm,No,0,1,1,1,Medium
Rural,Wet,71.17499901601408,80,Car,30.33901006158871,81.47365857243464,439.2126499954304,Rainy,T-Junction,1,1,0,1,Medium
Highway,Dry,115.12934362025108,100,Bike,10.56663988543472,97.53247130623163,372.2807420977065,Clear,No,0,0,1,0,Medium
Rural,Wet,98.6189595132121,80,Truck,28.634596386489697,76.3098667243098,831.9493814455338,Foggy,T-Junction,1,1,1,0,High
Urban,Snow,47.424172491770165,60,Bus,38.94465450174666,20.02493486723207,718.6189208588556,Storm,No,0,0,1,0,Medium
Urban,Damaged,50.52283760045625,60,Bike,15.951807336810592,37.268993043116254,732.8710252649086,Rainy,T-Junction,1,0,0,1,High
Highway,Wet,97.06135168237435,100,Bike,16.028769902651348,79.64954187032981,140.4121833726124,Clear,T-Junction,1,0,0,1,High
Rural,Snow,92.12880596478628,80,Truck,38.49927292679236,72.8478390320831,756.5197389400051,Storm,No,0,0,1,1,High
Urban,Wet,41.29120087303235,60,Bike,12.484809060802231,64.81844679723068,541.263619749903,Clear,Crossroad,1,1,1,0,High
Urban,Wet,43.73160205708047,60,Bike,36.51681966943538,88.65618978160204,427.0900248721224,Storm,Crossroad,1,0,0,0,High
Urban,Dry,84.48274294886157,60,Bike,34.52288377375554,81.2819274080507,783.0092026635141,Clear,Crossroad,0,1,0,0,High
Highway,Damaged,139.63339829938877,100,Truck,18.32267651215551,24.54331950539098,114.49016465060487,Foggy,No,1,1,0,0,High
Highway,Dry,90.64236804873028,100,Bike,12.213874299602303,75.14565757411349,829.9482947083118,Rainy,No,0,0,1,1,Low
Urban,Wet,71.3329866433356,60,Bus,16.411716219090096,96.85147528526409,927.7487833300399,Rainy,No,0,1,1,1,Medium
Rural,Damaged,74.75279568287637,80,Bus,21.009351033401302,52.49144346137592,680.899616652269,Foggy,Crossroad,0,0,0,1,Medium
Rural,Dry,70.84878612158738,80,Bike,23.36721191393302,53.25190694652498,200.108365368864,Rainy,T-Junction,1,0,0,0,Medium
Rural,Damaged,81.37172836180848,80,Bike,15.562039224057742,27.64702806657576,965.3419291785635,Storm,No,1,1,1,0,High
Urban,Snow,49.67281154317725,60,Car,26.73738132277725,77.48169016820684,597.1652040253118,Rainy,Crossroad,1,1,1,0,Medium
Urban,Dry,68.32243211287101,60,Truck,39.790308348302275,90.79262791587615,928.5093192858965,Clear,No,0,1,0,1,Medium
Urban,Snow,81.1115258597433,60,Car,26.581941466824254,98.3902525908766,715.5456931424903,Storm,Crossroad,1,0,0,0,High
Urban,Snow,41.19096981117317,60,Truck,10.148484152280297,43.93535954606327,926.3979865334832,Storm,No,1,0,0,1,Medium
Urban,Dry,71.99635347461822,60,Truck,11.945390591518564,78.92043917211643,702.8723813270932,Clear,T-Junction,0,0,1,0,Medium
Urban,Wet,58.902940340073506,60,Car,32.416194340829136,24.480632470369788,526.7413562538871,Storm,T-Junction,0,1,0,0,High
Rural,Damaged,68.31372291652129,80,Truck,13.618283839374039,97.97940343956628,110.06457172149325,Rainy,T-Junction,0,1,0,1,High
Highway,Snow,126.00438474024305,100,Car,22.411619763764048,59.02133968709778,671.4819652300853,Storm,T-Junction,0,0,0,1,High
Rural,Wet,82.63831945542826,80,Bus,10.766553644679387,55.91532254377811,331.05370561381466,Storm,No,0,1,0,0,High
Urban,Wet,50.70054277585005,60,Bus,33.72522838083934,72.76568172857627,625.7270844506448,Foggy,T-Junction,1,0,0,1,High
Rural,Dry,116.8083386317623,80,Car,13.07554158708465,83.40650972459933,556.8135426721313,Clear,Crossroad,1,0,1,0,Medium
Highway,Damaged,120.21653952282531,100,Truck,34.79851026699603,40.38203191000374,339.0465677369872,Rainy,No,0,1,1,1,High
Urban,Damaged,62.36935334293094,60,Bus,23.91088496464249,57.52238530214542,636.3323650017926,Foggy,No,0,1,1,1,High
Urban,Snow,68.41174106770183,60,Bike,25.58321074292484,87.32224858557385,314.76051474616906,Clear,Crossroad,1,1,0,1,High
Urban,Snow,38.66423645158211,60,Bus,31.38581949303594,83.07416364106152,423.61469769675597,Storm,T-Junction,0,1,1,0,High
Urban,Damaged,48.3903552260101,60,Bus,13.80674477402249,20.928572952680973,705.114401591196,Rainy,Crossroad,0,1,1,1,Medium
Highway,Damaged,102.28033769515248,100,Truck,30.160664083626862,71.27331215315932,659.0498733029691,Foggy,No,0,0,1,0,High
Rural,Damaged,77.89921794401482,80,Truck,19.38453731819395,87.25616801021899,210.80271757550307,Storm,T-Junction,0,0,1,0,Medium
Rural,Damaged,78.13959775133603,80,Truck,33.75525862918228,37.62998936315769,442.6489620053874,Foggy,Crossroad,1,1,1,1,High
Urban,Dry,44.50634197804262,60,Bus,38.125371467328094,40.31630377351547,266.4547584953421,Clear,No,1,1,0,1,Low
Highway,Dry,72.13628438740425,100,Car,29.911348685712912,31.578570865281705,441.80637179017,Clear,Crossroad,0,0,0,0,Low
Rural,Dry,104.12334438472882,80,Bike,27.04332035100557,67.4019829609476,750.7820579924665,Rainy,Crossroad,0,1,0,1,High
Rural,Snow,89.848442339993,80,Truck,38.042598407140815,85.11304476903312,538.1578715027624,Clear,T-Junction,1,0,1,0,High
Urban,Snow,68.41623355980352,60,Bike,24.878260868947848,54.44322161000706,124.43681721832178,Rainy,No,1,0,1,0,High
Highway,Dry,105.29191811280427,100,Truck,37.86699153757456,80.53322364198453,531.094296266883,Storm,No,1,0,1,0,Medium
Highway,Dry,105.95003001175242,100,Car,10.882093827421086,61.34271866976469,743.560205255812,Storm,T-Junction,0,1,0,0,High
Urban,Dry,40.510392618145254,60,Bike,38.35519482481833,90.79029569984596,482.01651722597586,Foggy,Crossroad,0,0,0,0,Medium
Highway,Dry,83.88237303565299,100,Car,32.2125189227737,91.80985637892833,65.26964739668881,Clear,Crossroad,1,1,0,0,Medium
Urban,Snow,41.90914874497906,60,Car,37.084314067268124,32.98003289348078,374.11688896060514,Rainy,T-Junction,1,1,0,1,Medium
Rural,Snow,82.43885934526739,80,Car,26.384946197343705,91.01094946388235,97.829841486679,Rainy,Crossroad,1,1,1,1,High
Highway,Wet,135.11035099350124,100,Truck,26.00808784978712,81.21266918491091,890.1291993230785,Rainy,Crossroad,0,0,1,0,High
Rural,Snow,73.12632960638516,80,Car,27.391303774396945,50.12075837077642,368.82290907585264,Clear,No,0,0,1,1,Low
Highway,Dry,102.77429340191163,100,Bus,13.902970599944217,35.80635779135204,594.561920034647,Clear,No,0,0,1,0,Low
Rural,Dry,80.32693659719992,80,Car,14.928740145400631,49.92945089639729,32.92769343709867,Clear,T-Junction,1,0,0,1,High
Urban,Damaged,79.35771549069722,60,Bike,31.917931109514015,45.20862456620993,866.7403598885396,Clear,No,0,1,0,1,High
Rural,Snow,98.42704655340376,80,Bike,21.454213896676475,31.920760781927218,873.4873280654388,Foggy,Crossroad,0,1,1,1,High
Highway,Wet,98.24074638498378,100,Truck,31.73843771862591,25.043360013678473,994.4226555835442,Clear,No,1,0,1,0,Medium
Highway,Damaged,129.68287289721945,100,Car,38.960076288466695,90.11507983244557,767.8166431179422,Clear,No,1,1,1,1,High
Rural,Snow,64.2630449263007,80,Bike,29.32732012809833,25.542840774196023,389.7239685141028,Clear,Crossroad,1,1,1,0,High
Highway,Snow,79.08971115336075,100,Truck,22.234136673930134,89.2913877942706,941.3313735393108,Foggy,T-Junction,0,0,1,0,Medium
Rural,Snow,69.86702628022488,80,Truck,25.085639142459502,67.67717303968281,142.20960346784722,Storm,Crossroad,0,0,0,0,High
Highway,Dry,100.83756356441218,100,Car,28.454595861493726,48.71026999891271,789.5390621370486,Clear,No,1,1,0,1,Medium
Rural,Snow,76.06654070572812,80,Bike,28.191242179119293,57.21898319313307,999.0474646138399,Clear,No,0,0,0,0,Medium
Rural,Dry,88.25671686191536,80,Car,23.19059093453583,35.776197239038936,713.0532909835816,Clear,No,0,0,0,0,Low
Rural,Damaged,66.46223435632041,80,Truck,31.83490063797194,56.70986211463181,673.2471588679823,Storm,No,1,0,0,0,Medium
Rural,Dry,101.62054119571937,80,Bus,34.21353273066378,38.32773885777948,703.6672492773114,Storm,No,1,0,0,0,High
Highway,Snow,112.65770579624926,100,Bus,24.555891266721567,81.38332843291671,648.556196232468,Foggy,Crossroad,0,1,1,1,High
Highway,Dry,95.29678001965696,100,Bus,23.421861358643582,66.61119138491023,579.9395345541805,Rainy,T-Junction,1,1,0,0,Low
Rural,Wet,95.2273524001181,80,Bike,39.492269564454546,45.62033155813796,199.36559081906023,Foggy,Crossroad,1,0,0,1,High
Highway,Dry,71.46460163657196,100,Car,21.503081783534114,41.21027996184489,678.589117099826,Foggy,T-Junction,1,0,0,0,Medium
Urban,Snow,89.4183921390719,60,Truck,36.49997575166,54.22882344850638,446.84161055362455,Clear,No,1,0,0,0,High
Rural,Damaged,83.15840039226929,80,Bike,30.814204874389468,73.85983924506853,747.5734572276787,Foggy,Crossroad,1,1,0,1,High
Urban,Dry,38.480115202702244,60,Car,13.659348088845196,96.956693692094,335.37379491548376,Storm,No,0,0,0,0,Low
Urban,Dry,44.54679231107666,60,Truck,15.788597972522957,26.511383999821348,187.5920266799682,Clear,No,1,1,1,1,Medium
Rural,Damaged,90.1727137567307,80,Bus,25.74670431102077,78.19494984364755,35.946756558729746,Clear,No,1,0,0,1,High
Rural,Snow,72.51523166571837,80,Truck,39.3777422161009,40.95622636731292,106.66363786857923,Foggy,Crossroad,1,1,1,1,High
Highway,Dry,83.39323434617876,100,Bus,33.165965971925516,46.29003278988655,347.85497763308615,Clear,Crossroad,0,1,0,0,Low
Highway,Wet,114.94130004291206,100,Bike,34.46818143206523,62.606607859135146,328.04567835031867,Storm,No,1,0,0,0,High
Urban,Dry,45.40888133733722,60,Bus,13.478649269697865,70.98251139754018,810.04138021993,Storm,T-Junction,0,0,1,0,Medium
Highway,Snow,99.44636172329496,100,Truck,32.907538088587955,68.92105725699597,426.139447334436,Rainy,Crossroad,1,1,1,0,Medium
Highway,Damaged,122.95943670597629,100,Truck,22.56884486131613,95.65679860877313,145.82651019532423,Foggy,Crossroad,1,0,1,0,High
Rural,Dry,85.96757579539594,80,Bike,30.82986080896519,66.17436798226923,562.5270649773612,Clear,T-Junction,0,1,0,1,High
Highway,Wet,132.03350668840906,100,Bus,37.717970388873084,96.22659206243611,836.7401246266363,Clear,T-Junction,1,1,1,1,High
Highway,Snow,91.42380818915133,100,Car,13.354589731645017,89.20879099355139,749.2949932661177,Storm,Crossroad,1,0,1,0,High
Urban,Dry,68.34711394167266,60,Truck,19.170241989512697,87.92449835515012,307.91960645827544,Foggy,No,1,1,0,1,Medium
Urban,Wet,51.59491045224343,60,Bike,19.161113949155414,61.850744351971755,886.7438368570953,Foggy,T-Junction,1,1,1,0,High
Highway,Wet,103.34878391189304,100,Car,33.67705655908479,97.90865325956658,447.30179682851457,Foggy,T-Junction,1,0,1,0,High
Highway,Wet,80.49290379244445,100,Car,19.63781299105285,65.0131229185866,405.7601813941212,Foggy,No,0,1,0,1,Medium
Highway,Damaged,111.52826629173435,100,Bike,13.854278067803618,48.38973923988301,95.15459638970813,Storm,No,0,0,1,0,High
Urban,Damaged,66.37871414736857,60,Truck,29.520628608163218,43.585156016626804,840.2250746266537,Storm,No,0,1,1,0,High
Urban,Dry,47.12439489665765,60,Bike,32.93524285277061,27.738939624438377,955.5982344106465,Foggy,No,0,0,1,1,Medium
Highway,Damaged,107.59999417141925,100,Bus,33.54592611590374,22.044151327127956,108.16389876262558,Storm,Crossroad,0,0,1,1,High
Rural,Dry,69.43639157804965,80,Car,29.446023002516483,69.69814743698288,943.7433411937925,Foggy,T-Junction,0,1,0,0,Medium
Urban,Wet,59.541433159262,60,Truck,34.59119486979889,39.86229279151915,460.2337296236513,Clear,T-Junction,0,0,0,1,Medium
